CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-1.298611,-48.160556,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.96320184,-51.16810987,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-1.291093909,-48.31469367,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.19616857,-51.24559095,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-22.86022,-43.28104,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-8.120035,-34.89749,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",30.0,-6.10277,-49.59859,1
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-25.45214,-49.22384,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-23.02340871,-43.47793667,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-8.0162068,-34.9452612,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-27.316111,-48.5575,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.81576161,-43.28003065,1
M.O.T.O.,"MAIOR QUE R$ 7.600,00",46.0,-25.41164571,-49.26583041,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-16.3284,-48.97568294,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.384506234,-35.31885013,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-8.807783501,-63.89050621,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",80.0,-29.78532224,-55.78811925,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-7.924739577,-34.86387408,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.66928611,-51.03790417,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",79.0,-20.55710721,-54.64679441,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-16.76186231,-49.29221615,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-32.05834,-52.14099,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-4.449051111,-49.11877222,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",39.0,-10.036389,-44.306111,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",35.0,-11.67442813,-61.19906104,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,,,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",76.0,,,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-4.95305,-47.49553,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-9.906135,-56.09861,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-23.80045727,-48.60782636,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-3.784540429,-38.56706043,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.098196316,-60.05976211,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,-14.9324322,-51.08266458,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-20.6753,-43.77902353,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",58.0,-12.92302,-38.49374,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-10.61076143,-49.20330857,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-3.124533333,-59.99734333,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",83.0,-21.86492613,-42.99970677,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",67.0,-21.85911,-43.0118,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-22.49405667,-43.14176,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-23.49372606,-46.38647972,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",59.0,-8.470278,-35.541111,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",91.0,-8.759722,-35.104722,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-16.630825,-49.42223,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",63.0,-4.247557273,-49.94755909,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-20.53726496,-54.66741731,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-3.75151,-38.50326,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",53.0,-19.22401998,-45.96933531,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",69.0,-23.35061971,-46.74905829,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-3.075634,-60.03725933,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-22.86801333,-43.45481038,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-4.76363069,-42.57548586,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.89966973,-51.06841351,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-1.348216263,-48.38870132,1
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",44.0,-30.1165773,-51.96908371,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-19.8187267,-44.00130196,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-12.21679758,-38.96415576,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-1.29737,-47.94394,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-2.125833,-45.885278,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.079680839,-60.03414602,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-28.63945927,-53.59611805,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-19.56560052,-42.63943513,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",49.0,-8.006069446,-34.88339672,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",53.0,-7.965527731,-34.8462021,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",38.0,-5.080511667,-37.61762167,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-7.94149,-34.86919,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-1.401700183,-48.44801509,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",40.0,-16.96932514,-48.95915054,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-27.478056,-53.4025,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-27.45535733,-48.40477467,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-7.9995525,-34.87056917,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-23.60631,-46.57109,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-22.24683087,-49.94070348,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",84.0,-7.776694,-34.8336524,1
CIA AEREAS,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-25.52398248,-49.09382806,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-25.6272294,-48.42728162,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",43.0,,,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",86.0,-19.81223234,-43.18681795,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",35.0,-1.45498269,-48.44853086,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,,,1
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.35702161,-49.20205419,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",103.0,-22.91002517,-43.27217724,1
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-23.56659137,-46.80017813,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",37.0,-1.47095,-48.48211,1
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",52.0,-22.81498067,-43.36546247,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",92.0,-7.954152115,-36.21384012,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",42.0,-6.25217,-42.846752,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-26.27875,-48.87455,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",43.0,-23.646699,-46.793908,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-12.24466062,-38.94465215,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-8.51492,-35.12354,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",78.0,-20.55380385,-44.86827077,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-10.401944,-65.326667,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-26.9821325,-48.64504045,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-14.77599774,-39.26463302,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-10.9439,-37.08519,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",94.0,-22.8980925,-43.28492,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-19.80690778,-43.97265667,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,-2.570309609,-44.30052471,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-19.98644943,-44.06757245,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-22.93189067,-42.49215733,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",39.0,-2.151705,-56.09395333,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-7.582978871,-40.50130397,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-23.43951,-46.51766,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-30.01484737,-51.19458158,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",35.0,-8.168954286,-70.76526286,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",34.0,-8.15966,-70.76920329,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-28.4056482,-53.91666,1
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.4213669,-49.32691851,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",83.0,-23.104167,-55.225833,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",73.0,-25.51751,-49.25765,1
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-22.72044154,-43.31388923,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-28.43058,-52.03467333,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",69.0,-22.74772586,-43.38787379,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",58.0,-29.28483056,-51.49489889,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",52.0,-22.81364,-43.37708,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-23.69520363,-46.76289327,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",68.0,-30.00693667,-51.17464333,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",79.0,-17.31294514,-48.28675865,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-16.34019748,-39.57726718,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",49.0,-12.07890667,-41.09457667,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-26.86983895,-49.09151632,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",64.0,,,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-15.801355,-47.930245,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-8.005587895,-34.91509474,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",60.0,-30.08854,-51.05984,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",62.0,-18.91351688,-54.84592667,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.05972,-51.16565,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",70.0,-22.35349844,-48.78382831,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",33.0,-8.16576,-70.76123,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",65.0,,,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",36.0,,,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-3.69992,-38.57666,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-23.59693273,-46.78494818,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-21.41117889,-50.08431,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",85.0,-21.63707714,-50.505475,1
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",76.0,-22.81178,-43.43627,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",90.0,-22.78854184,-43.37868674,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",36.0,-8.15726,-70.35359,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",42.0,-1.941092533,-50.81630293,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-30.05180697,-51.18878515,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-24.01365797,-46.40287975,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",45.0,-7.583896121,-40.50227826,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-22.85113875,-47.109633,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.02061,-34.99173,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",65.0,-31.58500623,-53.38985623,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.70840517,-49.24251201,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",58.0,-1.473135601,-47.53154152,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-19.94724851,-44.17192596,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",37.0,-3.579698333,-61.40564867,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-3.05937,-59.94304,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",66.0,,,1
HOTEIS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-3.058266081,-59.93600554,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",,-7.833056,-35.754722,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",73.0,-20.638333,-51.109167,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",62.0,-20.43306904,-51.33566325,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-16.51231545,-46.49008527,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",39.0,-4.333696494,-40.15433727,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-19.1201,-51.71841,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",84.0,-20.367222,-51.418889,1
SERVICO,"MAIOR QUE R$ 7.600,00",73.0,-8.03021,-34.91949,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",97.0,-8.060659149,-34.94265,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",68.0,-20.62845,-51.10935,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",42.0,,,1
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-25.52240703,-49.24720595,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-3.026127378,-59.92679529,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-23.59923974,-46.87321406,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,,,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",93.0,-25.491276,-49.280402,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",49.0,-11.381111,-40.012778,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-20.78742351,-51.69713901,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-29.69896,-51.12146,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",50.0,-7.938870455,-36.21355545,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-16.68515365,-49.254861,1
AUTO PECAS,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.83853444,-43.32792058,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",33.0,,,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-10.20784,-36.83802,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-12.93719697,-38.38507164,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-2.52471,-44.28887,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-8.08593,-34.93208,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",38.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",71.0,-25.44829167,-49.22869333,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-20.88588245,-51.37495,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-15.78545,-48.137155,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",93.0,-21.03695,-51.212,1
RESTAURANTE,"MAIOR QUE R$ 7.600,00",44.0,-3.035045322,-59.99400644,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",48.0,-3.5463625,-43.90955981,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-25.43008561,-49.19268158,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-7.266468261,-64.80318261,1
HOTEIS,"DE R$ 788,00 A R$ 1.140,00",44.0,-10.9708106,-41.0817382,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",41.0,,,1
HOTEIS,"DE R$ 788,00 A R$ 1.140,00",47.0,-18.75188568,-44.41564351,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-28.71943444,-51.93398167,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",78.0,-18.76231247,-44.43076245,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",36.0,-9.96144,-67.82447,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",74.0,-19.95393857,-44.04211,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-15.22334097,-59.33789194,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-16.00309894,-48.05992412,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,,,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-20.43794842,-54.56965474,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.24676044,-59.32734203,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",79.0,-22.81909,-43.29235,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.56483,-56.08343667,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-23.75783822,-46.80838676,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-28.29046882,-53.49259235,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",39.0,-4.45399,-49.11192,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-22.76478333,-43.35153667,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-23.561075,-46.585885,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-30.00042515,-51.05471265,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",76.0,-0.993889,-46.723333,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.60281125,-52.19294667,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-28.711667,-51.935,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-16.66563,-49.2754,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-22.77657684,-43.38400671,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",34.0,-3.037787333,-59.93034333,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",51.0,-7.847124444,-35.25365556,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-25.56081917,-49.181055,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.613611,-50.925,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-7.04798,-55.41568,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-3.034748491,-59.94750547,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-17.82326,-50.595204,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",87.0,-9.3736,-37.99536333,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",49.0,-11.528164,-40.31618175,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-12.65575,-39.10146,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.91034063,-38.49685766,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-25.47831,-49.32628,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",43.0,-30.11813711,-51.96902339,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-22.8267,-43.35398,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-16.01724,-47.98771,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.88673,-43.44538,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",65.0,-13.741944,-46.880278,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",97.0,-20.88719078,-51.37708373,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",58.0,-22.8135,-43.35588,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",58.0,-30.82184158,-54.28674658,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",83.0,-20.87715111,-51.48562467,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",97.0,-20.86687538,-51.49155077,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",60.0,-10.596944,-63.612222,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-19.9079475,-43.92427875,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-27.100041,-48.981238,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-23.77877556,-46.53098444,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",42.0,-27.248889,-53.035,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-9.262973158,-37.93690579,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-3.45184,-44.77932,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-17.54502,-39.73711,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-22.93725,-43.33667,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.98338423,-38.48854115,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.10870935,-51.23428839,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.37403,-49.3284175,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-9.87125,-38.8967,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",39.0,-6.394762273,-48.56233727,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-23.81916802,-45.41047728,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",64.0,-0.531561442,-60.6366357,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",72.0,-22.56093778,-44.18089778,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",42.0,-3.051235364,-60.03983199,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",40.0,,,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-30.191389,-52.373611,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-20.28636,-50.54843,1
TRANS FINANC,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-31.40329,-52.6876,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",42.0,-3.737596867,-38.64606759,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-9.380983256,-38.00637593,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",47.0,-1.856111,-65.581111,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-28.28846017,-53.49386983,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",38.0,-4.322812857,-46.44769286,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.21327301,-51.19436554,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-19.55201235,-42.65630588,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-27.77236845,-54.24993016,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-23.146925,-46.949695,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-13.00533,-38.51542,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.89763,-43.30324,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",,-26.898611,-51.074444,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-23.94159623,-46.29853805,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-27.64396731,-52.29559,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",52.0,-20.47574667,-55.77732867,1
