CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.48305,-51.95282,1
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",44.0,-12.93469,-38.47953,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-10.708056,-48.417222,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-22.8150796,-43.02406359,1
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.7879948,-43.3122412,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-8.751154118,-63.86587,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",90.0,-20.25634077,-42.03037,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,,,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-10.933333,-38.05,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.60648329,-52.18997741,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",47.0,-9.142950683,-35.99382438,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-29.961344,-51.1875935,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",93.0,,,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-23.14328885,-46.53902899,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",74.0,-20.43491306,-54.59990694,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",49.0,,,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-27.65086949,-52.30218928,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-2.429941569,-54.69863353,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",32.0,-3.11831,-60.0207,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",56.0,-16.20217,-48.71337,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.954722,-51.625278,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",86.0,,,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",46.0,-31.39202,-52.68259,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-29.78010947,-57.10359084,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-31.54499996,-53.72038367,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",44.0,-7.260061372,-34.90851056,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-2.574216351,-44.22901322,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.35996034,-49.4987669,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-12.96105,-38.4803,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",39.0,-15.81233947,-47.98717325,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",35.0,-1.849999577,-65.59402689,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",60.0,-29.62651,-50.81101,1
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-30.14893,-51.14925,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",66.0,-19.93247726,-43.97003164,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-5.133335169,-42.78812301,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-20.90528696,-45.26677519,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-22.95255,-53.29286,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-3.122855714,-59.94485,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",65.0,-7.426337407,-38.26445926,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",71.0,-20.71114,-46.60424,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",46.0,-14.43208189,-54.05298649,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.035278481,-59.93338,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-20.19789727,-47.70753364,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-7.305294884,-38.15875163,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-7.119773404,-34.90314021,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",65.0,,,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",74.0,-22.79214091,-43.43748545,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-21.01461683,-48.21800854,1
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-16.71616236,-49.27000382,1
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",50.0,-19.85643419,-44.61108097,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",82.0,-21.51453727,-48.39389,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",58.0,-19.68732,-44.89504,1
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-16.66666,-49.29896818,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-15.58506,-56.05902,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-23.69280043,-46.50401319,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-3.726370177,-38.49841085,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",52.0,-11.27081585,-57.51918049,1
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-16.66381,-49.33305,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",96.0,-21.34648145,-47.72730891,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-28.61850034,-52.51294155,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-1.370230848,-48.47105341,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-22.69851352,-43.58107303,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",74.0,,,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",51.0,-20.97336692,-46.11642077,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-3.88015625,-38.60777875,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",47.0,-7.486089615,-36.13467,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",48.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-23.89939179,-53.41210464,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",73.0,-23.75965834,-53.31597167,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",42.0,-6.791803438,-39.2911,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",66.0,,,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",86.0,-19.7419092,-45.2546548,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.14928032,-51.1872971,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",39.0,-15.623844,-56.078934,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",84.0,-20.428333,-47.824167,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",88.0,-20.464444,-45.426389,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",82.0,-20.464444,-45.426389,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",63.0,-20.46491622,-45.41952585,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",57.0,-12.94543063,-38.47680773,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",49.0,-23.55554,-46.82456,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",,-18.57401422,-46.50563811,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-19.94260464,-44.15729558,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,,,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-14.63833473,-57.50993545,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-12.12,-43.8875,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-2.055296092,-60.02366195,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.32066857,-54.32165429,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-29.98395333,-52.36750667,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",65.0,-20.3821275,-40.62182469,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",49.0,,,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.31895,-49.71378,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-7.119708133,-34.85054173,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",48.0,-7.166375,-35.34811265,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-29.98876692,-51.10433385,1
HOTEIS,"DE R$ 788,00 A R$ 1.140,00",64.0,-18.59723,-45.34685,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-29.93903,-51.004805,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-13.02333717,-39.03028848,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",31.0,-1.361389,-48.244722,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-16.3657665,-39.590223,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",87.0,-29.65391548,-50.78429896,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,,,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",44.0,-29.606389,-52.191944,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-29.75094,-57.07352555,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",50.0,-19.74516,-45.26901,1
AUTO PECAS,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.68091782,-52.40039179,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-12.67,-39.101944,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",34.0,-1.467846386,-48.48803553,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-19.37817143,-40.07049143,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-21.17347,-47.81331,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-19.36181133,-40.055542,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-7.858803875,-47.92893189,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",92.0,-20.919065,-41.19516,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",61.0,-23.651708,-46.775956,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",87.0,-24.196944,-53.524722,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",68.0,-24.028056,-53.440556,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.0916,-51.24224,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",66.0,-19.99200429,-44.38803429,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-29.67551857,-51.04983286,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",40.0,-2.45225,-54.73672,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-20.69399,-44.83464,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-20.69035163,-44.82749279,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-14.87766091,-40.86942318,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",54.0,-19.8,-41.438333,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-3.109998881,-60.06666315,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-20.46738909,-45.42493045,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",69.0,-20.48155881,-47.40191027,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,,,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",53.0,-20.45071333,-45.44853667,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",38.0,0.090312667,-51.06043733,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",71.0,-6.750885,-35.630145,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-15.9053,-48.07021,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-20.58719075,-47.8761597,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-20.72129,-46.58855,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-15.65539619,-43.06127547,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-20.73093322,-48.05757068,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-20.73203087,-47.75249043,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",47.0,-14.59091,-39.28408,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",42.0,,,1
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",88.0,-19.93039714,-44.04894514,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-16.46295,-49.967945,1
AGENCIA DE TUR,"DE R$ 788,00 A R$ 1.140,00",37.0,-11.803611,-61.803333,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-13.20064985,-60.82744373,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-22.90878629,-47.17971029,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-7.90606,-34.91843,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-16.71308609,-49.2815987,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",61.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-12.65977364,-40.60397244,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",93.0,-21.710278,-47.478056,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-19.84105998,-45.40390138,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",65.0,-19.845337,-45.4127085,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-23.16777,-46.90624,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-28.7216155,-51.92551284,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.78138649,-38.39720433,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",54.0,-20.46751,-45.43725,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-16.35567927,-48.96298853,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-7.017695,-37.274655,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",86.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",97.0,-6.553353684,-37.80671105,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",96.0,-21.77705588,-43.35279353,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.60958,-49.217815,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-12.9484935,-38.45541142,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",81.0,,,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",38.0,-10.401944,-65.326667,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-19.40125926,-40.05369111,1
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",44.0,-11.37845,-37.657796,1
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",35.0,-10.87411059,-61.96652569,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",101.0,,,1
CIA AEREAS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-20.73026692,-42.03720615,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.61767957,-54.4710166,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-16.688,-49.21001,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",64.0,-21.18543,-46.97208702,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",82.0,-20.91305682,-47.00292152,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-23.64691495,-46.43900042,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-31.3350693,-54.11203352,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",69.0,-31.72132702,-52.35333877,1
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",74.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-24.94976,-53.47998,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-16.6695398,-49.2571798,1
MOVEIS E DECOR,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-22.886825,-42.045405,1
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",99.0,,,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-20.72079,-46.62433,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-25.24053,-53.97537,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-22.98932,-43.25175,1
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-23.540035,-47.43219759,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",39.0,-4.194444,-40.476667,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",59.0,-20.69655667,-44.82781958,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",63.0,-22.95916,-43.20098667,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-7.148144375,-34.88645375,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-20.264,-40.26764,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",70.0,-29.6401,-51.14275,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",29.0,-8.764471667,-63.89557667,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",71.0,-29.96645876,-51.79643454,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-4.9175,-40.614167,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",39.0,-14.723375,-57.05286063,1
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-10.73141,-37.07995,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",63.0,-20.897222,-45.277222,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",70.0,-19.40498184,-40.06194789,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",66.0,-19.85934714,-44.61002469,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-20.444594,-48.016494,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-12.626389,-39.151111,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-27.64881439,-52.27912807,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,2.85333,-60.71536903,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.76325455,-52.42105841,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",51.0,-22.72349765,-47.34714088,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-21.73112145,-48.10407984,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-21.78745,-48.15206,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",70.0,-23.9793416,-55.0407048,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",55.0,-13.53016592,-48.22234122,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-1.40532831,-48.41054972,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-25.24223,-53.97179,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-14.6369834,-57.48990981,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-6.08374944,-49.85131107,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",39.0,,,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-21.7360468,-48.1086088,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-10.81423566,-55.45224036,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-7.12794,-34.88988,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",37.0,-1.73188901,-48.89153155,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-28.57479639,-52.59418186,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-21.0492,-49.05423,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-16.44891286,-49.49558429,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.70432,-53.76127,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",58.0,-20.86289471,-40.93574353,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",85.0,-20.14791916,-44.87974265,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-20.529228,-47.43598,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",75.0,-20.54242459,-47.3878127,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-25.34572939,-54.23830265,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",49.0,-6.387665711,-36.21698867,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.66612657,-51.15833209,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",50.0,-6.51161,-36.3464,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,-7.603333,-43.025556,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",54.0,-6.48460661,-36.15060288,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.05451,-51.227415,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.967,-38.49560667,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-12.74177,-38.619,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",69.0,-20.59159,-47.63686,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-23.41101333,-47.3876,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",91.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-22.74702,-47.1714,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-20.081324,-44.568522,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",94.0,-6.487136102,-36.1579222,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-16.34977996,-48.97804609,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-0.984212414,-49.9433969,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-27.36979436,-53.76333103,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-19.52522,-40.66425,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-12.694515,-38.32514,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",54.0,-6.486444516,-36.15281774,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.16908,-51.16073,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-23.48326404,-47.48027942,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-3.016634375,-59.93989392,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-30.0797845,-51.166175,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",71.0,-20.12083,-44.88995,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",40.0,-16.74355,-49.32527,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",34.0,-1.3002992,-47.9351984,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-25.295278,-54.093889,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",74.0,-18.78842406,-52.61843662,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,-17.4456175,-51.17832632,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-6.329444,-47.416389,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",89.0,-24.509444,-48.8425,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-12.93453,-38.36176,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-7.236661018,-44.55680543,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-15.74626578,-43.02769823,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",37.0,-3.065946304,-59.93134491,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.217826,-53.690202,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-25.45556109,-54.57497799,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.55959667,-54.29517667,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-15.743235,-43.02803,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",60.0,-16.7146552,-49.2525272,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",,-18.755,-40.890833,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-20.08967471,-45.28662294,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",108.0,-18.755,-40.890833,1
